"日期","时间","股票代码","股票名称","买/卖","数量","成交价","总成本","交易佣金"
"","15:00","300310.SZA","宜通世纪","卖出","13700","6.47","-88638.997","115.23"
"2019-04-29","09:30","300113.SZA","顺网科技","买入","8000","19.22","153760.013","46.13"
"","09:30","600355.SHA","精伦电子","买入","29300","5","146500.009","43.95"
"","09:30","600831.SHA","广电网络","买入","11900","12.16","144703.999","43.41"
"","09:30","600804.SHA","鹏博士","买入","13100","11.72","153532.004","46.06"
"","09:30","002261.SZA","拓维信息","买入","22800","6.9","157320.014","47.2"
"","15:00","002458.SZA","益生股份","卖出","3400","25.23","-85782.005","111.52"
"2019-04-26","09:30","002458.SZA","益生股份","买入","3400","27.52","93568.002","28.07"
"","09:30","600478.SHA","科力远","买入","13900","6.79","94380.993","28.31"
"","09:30","300025.SZA","华星创业","买入","14200","6.74","95707.997","28.71"
"","09:30","000977.SZA","浪潮信息","买入","3500","28.81","100835.005","30.25"
"","09:30","300310.SZA","宜通世纪","买入","13700","6.96","95352.001","28.61"
"","15:00","000683.SZA","远兴能源","卖出","41000","3.17","-129970.001","168.96"
"","15:00","002158.SZA","汉钟精机","卖出","11500","12.32","-141679.994","184.18"
"","15:00","600536.SHA","中国软件","卖出","2400","54.77","-131448.001","170.88"
"","15:00","002428.SZA","云南锗业","卖出","17200","7.31","-125731.998","163.45"
"","15:00","600136.SHA","当代明诚","卖出","9600","13.09","-125663.99","163.36"
"","15:00","000723.SZA","美锦能源","卖出","7000","16.06","-112419.996","146.15"
"","15:00","600759.SHA","洲际油气","卖出","25000","4.18","-104499.995","135.85"
"2019-04-25","09:30","000683.SZA","远兴能源","买入","41000","3.34","136939.997","41.08"
"","09:30","002158.SZA","汉钟精机","买入","11500","12.05","138575.003","41.57"
"","09:30","600536.SHA","中国软件","买入","2400","56.9","136560.013","40.97"
"","09:30","002428.SZA","云南锗业","买入","17200","8.2","141039.997","42.31"
"","09:30","600136.SHA","当代明诚","买入","9600","14.15","135840.002","40.75"
"","15:00","600794.SHA","保税科技","卖出","22500","5.78","-130050.005","169.07"
"","15:00","002418.SZA","康盛股份","卖出","20400","6.11","-124643.992","162.04"
"","15:00","002328.SZA","新朋股份","卖出","14100","8.55","-120555.001","156.72"
"","15:00","600666.SHA","奥瑞德","卖出","28000","3.75","-105000.007","136.5"
"2019-04-24","09:30","000723.SZA","美锦能源","买入","7000","18.21","127470.007","38.24"
"","09:30","600794.SHA","保税科技","买入","22500","5.2","117000.007","35.1"
"","09:30","002418.SZA","康盛股份","买入","20400","6.33","129131.999","38.74"
"","09:30","002328.SZA","新朋股份","买入","14100","8.74","123233.999","36.97"
"","09:30","600759.SHA","洲际油气","买入","25000","4.75","118750","35.63"
"","15:00","600775.SHA","南京熊猫","卖出","8700","16.46","-143201.992","186.16"
"","15:00","600805.SHA","悦达投资","卖出","20300","7.49","-152046.99","197.66"
"","15:00","300317.SZA","珈伟新能","卖出","20100","6.81","-136880.981","177.95"
"","15:00","300134.SZA","大富科技","卖出","8800","16.99","-149511.997","194.37"
"","15:00","600517.SHA","置信电气","卖出","10800","9.58","-103463.999","134.5"
"2019-04-23","09:30","600775.SHA","南京熊猫","买入","8700","16.79","146073.008","43.82"
"","09:30","600805.SHA","悦达投资","买入","20300","7.2","146159.998","43.85"
"","09:30","300317.SZA","珈伟新能","买入","20100","7.05","141704.997","42.51"
"","09:30","300134.SZA","大富科技","买入","8800","16.98","149423.997","44.83"
"","15:00","000966.SZA","长源电力","卖出","19300","5.79","-111746.996","145.27"
"","15:00","600800.SHA","天津磁卡","卖出","12900","9.25","-119324.999","155.12"
"","15:00","000800.SZA","一汽轿车","卖出","10000","11.61","-116099.996","150.93"
"","15:00","000509.SZA","华塑控股","卖出","31500","3.65","-114974.991","149.47"
"2019-04-22","09:30","000966.SZA","长源电力","买入","19300","6.2","119659.997","35.9"
"","09:30","600800.SHA","天津磁卡","买入","12900","9.59","123711.003","37.11"
"","09:30","600517.SHA","置信电气","买入","10800","11.02","119015.995","35.7"
"","09:30","000800.SZA","一汽轿车","买入","10000","12.07","120699.997","36.21"
"","09:30","000509.SZA","华塑控股","买入","31500","3.86","121589.999","36.48"
"","15:00","002198.SZA","嘉应制药","卖出","12500","11.15","-139375.007","181.19"
"","15:00","300527.SZA","中国应急","卖出","9400","14.88","-139872","181.83"
"","15:00","002567.SZA","唐人神","卖出","10100","17.44","-176144.004","228.99"
"","15:00","000760.SZA","斯太尔","卖出","38500","3.66","-140909.989","183.18"
"","15:00","600856.SHA","中天能源","卖出","30500","5.08","-154939.997","201.42"
"2019-04-19","09:30","002198.SZA","嘉应制药","买入","12500","11.95","149375.01","44.81"
"","09:30","300527.SZA","中国应急","买入","9400","15.9","149460.006","44.84"
"","09:30","002567.SZA","唐人神","买入","10100","15.24","153923.998","46.18"
"","09:30","000760.SZA","斯太尔","买入","38500","3.82","147069.991","44.12"
"","09:30","600856.SHA","中天能源","买入","30500","5.03","153415.008","46.02"
"","15:00","600868.SHA","梅雁吉祥","卖出","30600","4.88","-149327.988","194.13"
"","15:00","002640.SZA","跨境通","卖出","11400","13.17","-150138","195.18"
"","15:00","300711.SZA","广哈通信","卖出","6100","23.98","-146278.004","190.16"
"","15:00","300322.SZA","硕贝德","卖出","8900","17.13","-152456.991","198.19"
"2019-04-18","09:30","600868.SHA","梅雁吉祥","买入","30600","5.02","153612","46.08"
"","09:30","002640.SZA","跨境通","买入","11400","13.5","153900","46.17"
"","09:30","300711.SZA","广哈通信","买入","6100","23.99","146339.013","43.9"
"","09:30","300322.SZA","硕贝德","买入","8900","17","151300.001","45.39"
"","09:30","600666.SHA","奥瑞德","买入","28000","5.35","149800.011","44.94"
"","15:00","002198.SZA","嘉应制药","卖出","12600","12.3","-154980.002","201.47"
"","15:00","600150.SHA","中国船舶","卖出","5300","29.58","-156774","203.81"
"","15:00","300173.SZA","智慧松德","卖出","19800","6.61","-130877.989","170.14"
"","15:00","600775.SHA","南京熊猫","卖出","9500","17.56","-166819.995","216.87"
"","15:00","000686.SZA","东北证券","卖出","12500","10.48","-131000.006","170.3"
"2019-04-17","09:30","002198.SZA","嘉应制药","买入","12600","11.6","146160.005","43.85"
"","09:30","600150.SHA","中国船舶","买入","5300","26.09","138277.001","41.48"
"","09:30","300173.SZA","智慧松德","买入","19800","6.7","132659.998","39.8"
"","09:30","600775.SHA","南京熊猫","买入","9500","15.96","151620","45.49"
"","09:30","000686.SZA","东北证券","买入","12500","10.96","137000.001","41.1"
"","15:00","603577.SHA","汇金通","卖出","8900","15.45","-137505.004","178.76"
"","15:00","002649.SZA","博彦科技","卖出","15200","10.16","-154431.993","200.76"
"","15:00","002355.SZA","兴民智通","卖出","13900","11.5","-159849.999","207.8"
"","15:00","001696.SZA","宗申动力","卖出","20100","9.16","-184115.993","239.35"
"","15:00","002458.SZA","益生股份","卖出","6200","25.94","-160828.003","209.08"
"2019-04-16","09:30","603577.SHA","汇金通","买入","8900","16.9","150409.999","45.12"
"","09:30","002649.SZA","博彦科技","买入","15200","10.06","152911.993","45.87"
"","09:30","002355.SZA","兴民智通","买入","13900","10.92","151788.002","45.54"
"","09:30","001696.SZA","宗申动力","买入","20100","7.76","155975.997","46.79"
"","09:30","002458.SZA","益生股份","买入","6200","24.75","153450","46.04"
"","15:00","300663.SZA","科蓝软件","卖出","2000","52.24","-104479.988","135.82"
"","15:00","300194.SZA","福安药业","卖出","16100","9.26","-149086.004","193.81"
"","15:00","300471.SZA","厚普股份","卖出","8900","14.59","-129850.992","168.81"
"","15:00","000922.SZA","佳电股份","卖出","10100","11.56","-116756.002","151.78"
"","15:00","601008.SHA","连云港","卖出","18600","6.19","-115133.992","149.67"
"2019-04-15","09:30","300663.SZA","科蓝软件","买入","2000","60.02","120040.001","36.01"
"","09:30","300194.SZA","福安药业","买入","16100","8","128800","38.64"
"","09:30","300471.SZA","厚普股份","买入","8900","13.73","122196.996","36.66"
"","09:30","000922.SZA","佳电股份","买入","10100","12.16","122816.01","36.84"
"","09:30","601008.SHA","连云港","买入","18600","6.63","123317.994","37"
"","15:00","300267.SZA","尔康制药","卖出","23200","7.16","-166111.995","215.95"
"","15:00","002210.SZA","飞马国际","卖出","28700","6.74","-193437.993","251.47"
"","15:00","002639.SZA","雪人股份","卖出","11700","14.26","-166841.991","216.89"
"","15:00","600822.SHA","上海物贸","卖出","11600","14.46","-167735.998","218.06"
"","15:00","002237.SZA","恒邦股份","卖出","14200","10.76","-152792.001","198.63"
"2019-04-12","09:30","300267.SZA","尔康制药","买入","23200","7.03","163095.995","48.93"
"","09:30","002210.SZA","飞马国际","买入","28700","5.51","158137.007","47.44"
"","09:30","002639.SZA","雪人股份","买入","11700","14.31","167426.994","50.23"
"","09:30","600822.SHA","上海物贸","买入","11600","14.16","164256.001","49.28"
"","09:30","002237.SZA","恒邦股份","买入","14200","11","156200.002","46.86"
"","15:00","002274.SZA","华昌化工","卖出","11900","12.12","-144228.01","187.5"
"","15:00","600352.SHA","浙江龙盛","卖出","5600","20.96","-117376.006","152.59"
"","15:00","603716.SHA","塞力斯","卖出","4900","23.9","-117109.996","152.24"
"","15:00","600075.SHA","新疆天业","卖出","19200","7.6","-145920.004","189.7"
"2019-04-11","09:30","002274.SZA","华昌化工","买入","11900","11.71","139349.001","41.8"
"","09:30","600352.SHA","浙江龙盛","买入","5600","23.98","134287.997","40.29"
"","09:30","603716.SHA","塞力斯","买入","4900","26.52","129948.004","38.98"
"","09:30","600075.SHA","新疆天业","买入","19200","7.08","135936","40.78"
"","15:00","603712.SHA","七一二","卖出","7400","20.92","-154807.996","201.25"
"","15:00","000813.SZA","德展健康","卖出","11600","12.94","-150104.005","195.14"
"","15:00","600279.SHA","重庆港九","卖出","24200","6.6","-159719.996","207.64"
"","15:00","002177.SZA","御银股份","卖出","21300","6.69","-142497.001","185.25"
"","15:00","000990.SZA","诚志股份","卖出","5100","28.31","-144380.997","187.7"
"2019-04-10","09:30","603712.SHA","七一二","买入","7400","22.29","164946.009","49.48"
"","09:30","000813.SZA","德展健康","买入","11600","13.6","157759.994","47.33"
"","09:30","600279.SHA","重庆港九","买入","24200","6.66","161171.997","48.35"
"","09:30","002177.SZA","御银股份","买入","21300","7.35","156554.998","46.97"
"","09:30","000990.SZA","诚志股份","买入","5100","31.66","161466.009","48.44"
"","15:00","002601.SZA","龙蟒佰利","卖出","7200","17.73","-127655.995","165.95"
"","15:00","000712.SZA","锦龙股份","卖出","8600","15.29","-131493.999","170.94"
"","15:00","600072.SHA","中船科技","卖出","7500","17.07","-128024.997","166.43"
"","15:00","600426.SHA","华鲁恒升","卖出","7500","17.08","-128099.985","166.53"
"","15:00","600571.SHA","信雅达","卖出","10500","11.84","-124319.999","161.62"
"2019-04-09","09:30","002601.SZA","龙蟒佰利","买入","7200","19.29","138888.007","41.67"
"","09:30","000712.SZA","锦龙股份","买入","8600","15.78","135708.007","40.71"
"","09:30","600072.SHA","中船科技","买入","7500","18.49","138674.999","41.6"
"","09:30","600426.SHA","华鲁恒升","买入","7500","17.5","131250","39.38"
"","09:30","600571.SHA","信雅达","买入","10500","12.63","132615.002","39.78"
"","15:00","002118.SZA","紫鑫药业","卖出","12600","14.6","-183960.005","239.15"
"","15:00","300527.SZA","中国应急","卖出","9900","16.4","-162359.996","211.07"
"","15:00","300471.SZA","厚普股份","卖出","11600","13.5","-156599.999","203.58"
"","15:00","300267.SZA","尔康制药","卖出","23800","7.63","-181593.991","236.07"
"","15:00","300618.SZA","寒锐钴业","卖出","1600","99.1","-158559.985","206.13"
"2019-04-08","09:30","002118.SZA","紫鑫药业","买入","12600","13.5","170100","51.03"
"","09:30","300527.SZA","中国应急","买入","9900","16.7","165329.989","49.6"
"","09:30","300471.SZA","厚普股份","买入","11600","13.82","160311.997","48.09"
"","09:30","300267.SZA","尔康制药","买入","23800","7.02","167076","50.12"
"","09:30","300618.SZA","寒锐钴业","买入","1600","103.91","166255.994","49.88"
"","15:00","300266.SZA","兴源环境","卖出","25900","5.62","-145557.996","189.23"
"","15:00","002386.SZA","天原集团","卖出","16400","8.31","-136283.99","177.17"
"","15:00","300359.SZA","全通教育","卖出","15200","8.12","-123423.995","160.45"
"","15:00","600516.SHA","方大炭素","卖出","5100","29.6","-150960.002","196.25"
"","15:00","002012.SZA","凯恩股份","卖出","20500","6.53","-133864.994","174.02"
"2019-04-04","09:30","300266.SZA","兴源环境","买入","25900","5.08","131571.999","39.47"
"","09:30","002386.SZA","天原集团","买入","16400","7.9","129560.002","38.87"
"","09:30","300359.SZA","全通教育","买入","15200","8.35","126920.008","38.08"
"","09:30","600516.SHA","方大炭素","买入","5100","25.77","131427.002","39.43"
"","09:30","002012.SZA","凯恩股份","买入","20500","6.24","127919.996","38.38"
"","15:00","300139.SZA","晓程科技","卖出","10200","14.5","-147899.99","192.27"
"","15:00","002118.SZA","紫鑫药业","卖出","13400","13.12","-175808.011","228.55"
"","15:00","600345.SHA","长江通信","卖出","3900","35.75","-139424.984","181.25"
"","15:00","000723.SZA","美锦能源","卖出","14300","12.9","-184470.008","239.81"
"","15:00","300663.SZA","科蓝软件","卖出","3600","45.85","-165059.994","214.58"
"2019-04-03","09:30","300139.SZA","晓程科技","买入","10200","14","142799.991","42.84"
"","09:30","002118.SZA","紫鑫药业","买入","13400","11.27","151018.006","45.31"
"","09:30","600345.SHA","长江通信","买入","3900","37.22","145158.005","43.55"
"","09:30","000723.SZA","美锦能源","买入","14300","10.36","148148.009","44.44"
"","09:30","300663.SZA","科蓝软件","买入","3600","44.38","159768.004","47.93"
"","15:00","002639.SZA","雪人股份","卖出","10700","11.67","-124868.99","162.33"
"","15:00","002274.SZA","华昌化工","卖出","11500","11.03","-126845.008","164.9"
"","15:00","601881.SHA","中国银河","卖出","10000","13.9","-139000.006","180.7"
"","15:00","601678.SHA","滨化股份","卖出","17400","7.58","-131891.998","171.46"
"","15:00","000615.SZA","京汉股份","卖出","16500","7.63","-125895.001","163.66"
"2019-04-02","09:30","002639.SZA","雪人股份","买入","10700","11.78","126045.997","37.81"
"","09:30","002274.SZA","华昌化工","买入","11500","10.96","126040.012","37.81"
"","09:30","601881.SHA","中国银河","买入","10000","12.57","125700.007","37.71"
"","09:30","601678.SHA","滨化股份","买入","17400","7.17","124758.001","37.43"
"","09:30","000615.SZA","京汉股份","买入","16500","7.59","125235.003","37.57"
"","15:00","300079.SZA","数码科技","卖出","18900","8.15","-154034.993","200.25"
"","15:00","002309.SZA","中利集团","卖出","13600","10.4","-141440.005","183.87"
"","15:00","000858.SZA","五粮液","卖出","1500","96.06","-144090.008","187.32"
"","15:00","002622.SZA","融钰集团","卖出","28500","5.56","-158459.998","206"
"","15:00","000159.SZA","国际实业","卖出","14300","11.39","-162877.005","211.74"
